"","Supply.Site","Store","System.Date","SKU","DC.to.Store.Lead.Time..in.Days.","Stock.Transfer.Schedule.at.Store..in.Days.","AVAILABLE.STOCK..Units.","STOCK.VALUE..INR.","Stock.in.Transit","STO.count.in.last.two.weeks","Total.STO.qty.raised.in.last.2.weeks","Fill.rate.at.Stores.for.last.2.weeks...Rolling.Average","DC.to.Store.Fill.Rate.On.Time...Rolling.Average","Last.Good.Receipt.Note..GRN..date.at.Store","Last.GRN.qty.at.Store","Days.since.last.GRN.at.Store","Daily.SALES.QTY...Rolling.Average.for.Last.Month","Daily.SALES.VALUE...Rolling.Average.for.Last.Month","Actual.Sale.in.Last.2.weeks..Total.","Retail.Price","Lead.Time..in.Days.","Diff_lead_time","daily_sales_last_month"
"900","DC - Kolkata Metropolitan Area","Nadia Depot","6/6/2016","Sugar 5 kg",24,10,67,"13,400.00",64,3,165,"96%","98%","5/29/2016",145,8,105,"21,000.00","235,200.00","200",18,6,"75-105"
"901","DC - Kolkata Metropolitan Area","Nadia Depot","6/5/2016","Sugar 5 kg",23,8,126,"25,200.00",13,3,30,"99%","91%","6/2/2016",27,3,89,"17,800.00","274,120.00","200",18,5,"75-105"
"902","DC - Kolkata Metropolitan Area","Nadia Depot","6/4/2016","Sugar 5 kg",21,12,0,"0",62,5,290,"12%","91%","5/29/2016",235,6,103,"20,600.00","346,080.00","200",18,3,"75-105"
"903","DC - Kolkata Metropolitan Area","Nadia Depot","6/3/2016","Sugar 5 kg",22,8,0,"0",63,3,162,"7%","93%","5/23/2016",134,11,99,"19,800.00","277,200.00","200",18,4,"75-105"
"904","DC - Kolkata Metropolitan Area","Nadia Depot","6/2/2016","Sugar 5 kg",25,10,0,"0",63,3,162,"8%","97%","5/22/2016",141,11,102,"20,400.00","257,040.00","200",18,7,"75-105"
"905","DC - Kolkata Metropolitan Area","Nadia Depot","6/1/2016","Sugar 5 kg",24,7,0,"0",63,3,162,"6%","93%","5/21/2016",139,11,93,"18,600.00","312,480.00","200",18,6,"75-105"
"906","DC - Kolkata Metropolitan Area","Nadia Depot","5/31/2016","Sugar 5 kg",20,13,0,"0",63,3,162,"8%","90%","5/20/2016",133,11,95,"19,000.00","319,200.00","200",18,2,"75-105"
"907","DC - Kolkata Metropolitan Area","Nadia Depot","5/30/2016","Sugar 5 kg",22,13,153,"30,600.00",63,3,162,"99%","93%","5/19/2016",134,11,110,"22,000.00","308,000.00","200",18,4,"106-135"
"908","DC - Kolkata Metropolitan Area","Nadia Depot","5/29/2016","Sugar 5 kg",20,10,119,"23,800.00",63,3,162,"95%","90%","5/18/2016",160,11,86,"17,200.00","216,720.00","200",18,2,"75-105"
"909","DC - Kolkata Metropolitan Area","Nadia Depot","5/28/2016","Sugar 5 kg",21,6,86,"17,200.00",63,3,162,"98%","94%","5/17/2016",139,11,82,"16,400.00","229,600.00","200",18,3,"75-105"
"910","DC - Kolkata Metropolitan Area","Nadia Depot","5/27/2016","Sugar 5 kg",21,7,188,"37,600.00",63,3,162,"100%","97%","5/16/2016",136,11,81,"16,200.00","272,160.00","200",18,3,"75-105"
"911","DC - Kolkata Metropolitan Area","Nadia Depot","5/26/2016","Sugar 5 kg",24,6,117,"23,400.00",63,3,162,"98%","99%","5/15/2016",146,11,93,"18,600.00","286,440.00","200",18,6,"75-105"
"912","DC - Kolkata Metropolitan Area","Nadia Depot","5/25/2016","Sugar 5 kg",20,11,0,"0",63,3,162,"8%","97%","5/14/2016",156,11,100,"20,000.00","308,000.00","200",18,2,"75-105"
"913","DC - Kolkata Metropolitan Area","Nadia Depot","5/24/2016","Sugar 5 kg",23,12,0,"0",63,3,162,"7%","90%","5/13/2016",149,11,80,"16,000.00","201,600.00","200",18,5,"75-105"
"914","DC - Kolkata Metropolitan Area","Nadia Depot","5/23/2016","Sugar 5 kg",25,10,0,"0",63,3,162,"12%","93%","5/12/2016",156,11,97,"19,400.00","217,280.00","200",18,7,"75-105"
"915","DC - Kolkata Metropolitan Area","Nadia Depot","5/22/2016","Sugar 5 kg",25,11,0,"0",63,3,162,"6%","98%","5/11/2016",156,11,100,"20,000.00","252,000.00","200",18,7,"75-105"
"916","DC - Kolkata Metropolitan Area","Nadia Depot","5/21/2016","Sugar 5 kg",20,15,0,"0",63,3,162,"15%","93%","5/10/2016",136,11,106,"21,200.00","296,800.00","200",18,2,"106-135"
"917","DC - Kolkata Metropolitan Area","Nadia Depot","5/20/2016","Sugar 5 kg",20,15,0,"0",63,3,162,"6%","99%","5/9/2016",157,11,101,"20,200.00","282,800.00","200",18,2,"75-105"
"918","DC - Kolkata Metropolitan Area","Nadia Depot","5/19/2016","Sugar 5 kg",20,11,143,"28,600.00",63,3,162,"98%","91%","5/8/2016",159,11,101,"20,200.00","311,080.00","200",18,2,"75-105"
"919","DC - Kolkata Metropolitan Area","Nadia Depot","5/18/2016","Sugar 5 kg",20,11,93,"18,600.00",63,3,162,"97%","99%","5/7/2016",144,11,103,"20,600.00","230,720.00","200",18,2,"75-105"
"920","DC - Kolkata Metropolitan Area","Nadia Depot","5/17/2016","Sugar 5 kg",22,15,121,"24,200.00",63,3,162,"98%","90%","5/6/2016",156,11,88,"17,600.00","246,400.00","200",18,4,"75-105"
"921","DC - Kolkata Metropolitan Area","Nadia Depot","5/16/2016","Sugar 5 kg",20,8,40,"8,000.00",63,3,162,"96%","99%","5/5/2016",147,11,89,"17,800.00","249,200.00","200",18,2,"75-105"
"922","DC - Kolkata Metropolitan Area","Nadia Depot","5/15/2016","Sugar 5 kg",25,6,125,"25,000.00",63,3,162,"95%","94%","5/4/2016",157,11,104,"20,800.00","378,560.00","200",18,7,"75-105"
"923","DC - Kolkata Metropolitan Area","Nadia Depot","5/14/2016","Sugar 5 kg",21,6,156,"31,200.00",63,3,162,"98%","90%","5/3/2016",149,11,109,"21,800.00","366,240.00","200",18,3,"106-135"
"924","DC - Kolkata Metropolitan Area","Nadia Depot","5/13/2016","Sugar 5 kg",21,15,0,"0",63,3,162,"8%","91%","5/2/2016",154,11,93,"18,600.00","338,520.00","200",18,3,"75-105"
"925","DC - Kolkata Metropolitan Area","Nadia Depot","5/12/2016","Sugar 5 kg",24,6,0,"0",63,3,162,"10%","97%","5/1/2016",130,11,101,"20,200.00","367,640.00","200",18,6,"75-105"
"926","DC - Kolkata Metropolitan Area","Nadia Depot","5/11/2016","Sugar 5 kg",20,6,0,"0",63,3,162,"8%","96%","4/30/2016",138,11,106,"21,200.00","237,440.00","200",18,2,"106-135"
"927","DC - Kolkata Metropolitan Area","Nadia Depot","5/10/2016","Sugar 5 kg",21,9,147,"29,400.00",63,3,162,"100%","99%","4/29/2016",133,11,104,"20,800.00","262,080.00","200",18,3,"75-105"
"928","DC - Kolkata Metropolitan Area","Nadia Depot","5/9/2016","Sugar 5 kg",20,13,66,"13,200.00",63,3,162,"95%","97%","4/28/2016",146,11,107,"21,400.00","329,560.00","200",18,2,"106-135"
"929","DC - Kolkata Metropolitan Area","Nadia Depot","5/8/2016","Sugar 5 kg",25,13,182,"36,400.00",63,3,162,"96%","99%","4/27/2016",131,11,99,"19,800.00","304,920.00","200",18,7,"75-105"
"930","DC - Kolkata Metropolitan Area","Nadia Depot","5/7/2016","Sugar 5 kg",20,10,143,"28,600.00",63,3,162,"97%","99%","4/26/2016",159,11,99,"19,800.00","277,200.00","200",18,2,"75-105"
"931","DC - Kolkata Metropolitan Area","Nadia Depot","5/6/2016","Sugar 5 kg",20,11,0,"0",63,3,162,"8%","96%","4/25/2016",141,11,94,"18,800.00","289,520.00","200",18,2,"75-105"
"932","DC - Kolkata Metropolitan Area","Nadia Depot","5/5/2016","Sugar 5 kg",23,6,0,"0",63,3,162,"13%","93%","4/24/2016",159,11,80,"16,000.00","291,200.00","200",18,5,"75-105"
"933","DC - Kolkata Metropolitan Area","Nadia Depot","5/4/2016","Sugar 5 kg",21,14,0,"0",63,3,162,"5%","91%","4/23/2016",131,11,108,"21,600.00","393,120.00","200",18,3,"106-135"
"934","DC - Kolkata Metropolitan Area","Nadia Depot","5/3/2016","Sugar 5 kg",24,8,65,"13,000.00",63,3,162,"95%","99%","4/22/2016",159,11,91,"18,200.00","229,320.00","200",18,6,"75-105"
"935","DC - Kolkata Metropolitan Area","Nadia Depot","5/2/2016","Sugar 5 kg",23,9,42,"8,400.00",63,3,162,"100%","92%","4/21/2016",159,11,88,"17,600.00","197,120.00","200",18,5,"75-105"
"936","DC - Kolkata Metropolitan Area","Nadia Depot","5/1/2016","Sugar 5 kg",22,6,0,"0",63,3,162,"8%","94%","4/20/2016",139,11,97,"19,400.00","271,600.00","200",18,4,"75-105"
"937","DC - Kolkata Metropolitan Area","Nadia Depot","6/8/2016","Vintage 12 Yr Old 700ml",22,14,77,"89,320.00",64,1,61,"97%","94%","5/28/2016",57,11,95,"110,200.00","2,005,640.00","1,160.00",18,4,"75-105"
"938","DC - Kolkata Metropolitan Area","Nadia Depot","6/7/2016","Vintage 12 Yr Old 700ml",21,7,170,"197,200.00",65,3,171,"96%","94%","5/26/2016",150,12,108,"125,280.00","2,104,704.00","1,160.00",18,3,"106-135"
"939","DC - Kolkata Metropolitan Area","Nadia Depot","6/6/2016","Vintage 12 Yr Old 700ml",21,10,190,"220,400.00",50,3,135,"97%","98%","5/28/2016",134,9,85,"98,600.00","1,380,400.00","1,160.00",18,3,"75-105"
"940","DC - Kolkata Metropolitan Area","Nadia Depot","6/5/2016","Vintage 12 Yr Old 700ml",25,12,153,"177,480.00",33,4,120,"99%","98%","6/2/2016",110,3,87,"100,920.00","1,130,304.00","1,160.00",18,7,"75-105"
"941","DC - Kolkata Metropolitan Area","Nadia Depot","6/4/2016","Vintage 12 Yr Old 700ml",25,10,0,"0",49,1,43,"13%","96%","5/26/2016",40,9,89,"103,240.00","1,156,288.00","1,160.00",18,7,"75-105"
"942","DC - Kolkata Metropolitan Area","Nadia Depot","6/3/2016","Vintage 12 Yr Old 700ml",20,10,0,"0",64,1,61,"8%","96%","5/23/2016",59,11,80,"92,800.00","1,429,120.00","1,160.00",18,2,"75-105"
"943","DC - Kolkata Metropolitan Area","Nadia Depot","6/2/2016","Vintage 12 Yr Old 700ml",24,15,0,"0",64,1,61,"15%","92%","5/22/2016",58,11,80,"92,800.00","1,688,960.00","1,160.00",18,6,"75-105"
"944","DC - Kolkata Metropolitan Area","Nadia Depot","6/1/2016","Vintage 12 Yr Old 700ml",23,12,0,"0",64,1,61,"7%","98%","5/21/2016",51,11,86,"99,760.00","1,396,640.00","1,160.00",18,5,"75-105"
"945","DC - Kolkata Metropolitan Area","Nadia Depot","5/31/2016","Vintage 12 Yr Old 700ml",21,12,0,"0",64,1,61,"14%","90%","5/20/2016",52,11,105,"121,800.00","1,875,720.00","1,160.00",18,3,"75-105"
"946","DC - Kolkata Metropolitan Area","Nadia Depot","5/30/2016","Vintage 12 Yr Old 700ml",22,13,0,"0",64,1,61,"5%","91%","5/19/2016",52,11,109,"126,440.00","1,416,128.00","1,160.00",18,4,"106-135"
"947","DC - Kolkata Metropolitan Area","Nadia Depot","5/29/2016","Vintage 12 Yr Old 700ml",20,15,80,"92,800.00",64,1,61,"99%","97%","5/18/2016",60,11,91,"105,560.00","1,921,192.00","1,160.00",18,2,"75-105"
"948","DC - Kolkata Metropolitan Area","Nadia Depot","5/28/2016","Vintage 12 Yr Old 700ml",24,7,165,"191,400.00",64,1,61,"99%","96%","5/17/2016",53,11,80,"92,800.00","1,169,280.00","1,160.00",18,6,"75-105"
"949","DC - Kolkata Metropolitan Area","Nadia Depot","5/27/2016","Vintage 12 Yr Old 700ml",22,5,65,"75,400.00",64,1,61,"100%","98%","5/16/2016",51,11,106,"122,960.00","1,721,440.00","1,160.00",18,4,"106-135"
"950","DC - Kolkata Metropolitan Area","Nadia Depot","5/26/2016","Vintage 12 Yr Old 700ml",22,7,122,"141,520.00",64,1,61,"97%","96%","5/15/2016",50,11,80,"92,800.00","1,169,280.00","1,160.00",18,4,"75-105"
"951","DC - Kolkata Metropolitan Area","Nadia Depot","5/25/2016","Vintage 12 Yr Old 700ml",25,13,49,"56,840.00",64,1,61,"95%","98%","5/14/2016",53,11,104,"120,640.00","1,351,168.00","1,160.00",18,7,"75-105"
"952","DC - Kolkata Metropolitan Area","Nadia Depot","5/24/2016","Vintage 12 Yr Old 700ml",25,14,115,"133,400.00",64,1,61,"97%","99%","5/13/2016",50,11,80,"92,800.00","1,559,040.00","1,160.00",18,7,"75-105"
"953","DC - Kolkata Metropolitan Area","Nadia Depot","5/23/2016","Vintage 12 Yr Old 700ml",20,10,80,"92,800.00",64,1,61,"100%","95%","5/12/2016",60,11,110,"127,600.00","1,965,040.00","1,160.00",18,2,"106-135"
"954","DC - Kolkata Metropolitan Area","Nadia Depot","5/22/2016","Vintage 12 Yr Old 700ml",24,13,80,"92,800.00",64,1,61,"98%","97%","5/11/2016",59,11,97,"112,520.00","1,575,280.00","1,160.00",18,6,"75-105"
"955","DC - Kolkata Metropolitan Area","Nadia Depot","5/21/2016","Vintage 12 Yr Old 700ml",21,10,0,"0",64,1,61,"7%","97%","5/10/2016",59,11,82,"95,120.00","1,198,512.00","1,160.00",18,3,"75-105"
"956","DC - Kolkata Metropolitan Area","Nadia Depot","5/20/2016","Vintage 12 Yr Old 700ml",25,8,0,"0",64,1,61,"7%","99%","5/9/2016",51,11,82,"95,120.00","1,331,680.00","1,160.00",18,7,"75-105"
"957","DC - Kolkata Metropolitan Area","Nadia Depot","5/19/2016","Vintage 12 Yr Old 700ml",25,9,189,"219,240.00",64,1,61,"100%","90%","5/8/2016",54,11,99,"114,840.00","1,768,536.00","1,160.00",18,7,"75-105"
"958","DC - Kolkata Metropolitan Area","Nadia Depot","5/18/2016","Vintage 12 Yr Old 700ml",23,5,154,"178,640.00",64,1,61,"96%","92%","5/7/2016",59,11,97,"112,520.00","1,732,808.00","1,160.00",18,5,"75-105"
"959","DC - Kolkata Metropolitan Area","Nadia Depot","5/17/2016","Vintage 12 Yr Old 700ml",24,10,62,"71,920.00",64,1,61,"100%","93%","5/6/2016",55,11,107,"124,120.00","1,390,144.00","1,160.00",18,6,"106-135"
"960","DC - Kolkata Metropolitan Area","Nadia Depot","5/16/2016","Vintage 12 Yr Old 700ml",23,5,129,"149,640.00",64,1,61,"98%","99%","5/5/2016",49,11,84,"97,440.00","1,636,992.00","1,160.00",18,5,"75-105"
"961","DC - Kolkata Metropolitan Area","Nadia Depot","5/15/2016","Vintage 12 Yr Old 700ml",20,7,179,"207,640.00",64,1,61,"99%","98%","5/4/2016",54,11,103,"119,480.00","1,672,720.00","1,160.00",18,2,"75-105"
"962","DC - Kolkata Metropolitan Area","Nadia Depot","5/14/2016","Vintage 12 Yr Old 700ml",24,9,166,"192,560.00",64,1,61,"97%","95%","5/3/2016",51,11,101,"117,160.00","2,132,312.00","1,160.00",18,6,"75-105"
"963","DC - Kolkata Metropolitan Area","Nadia Depot","5/13/2016","Vintage 12 Yr Old 700ml",22,13,93,"107,880.00",64,1,61,"95%","92%","5/2/2016",54,11,89,"103,240.00","1,589,896.00","1,160.00",18,4,"75-105"
"964","DC - Kolkata Metropolitan Area","Nadia Depot","5/12/2016","Vintage 12 Yr Old 700ml",23,7,0,"0",64,1,61,"11%","94%","5/1/2016",59,11,81,"93,960.00","1,052,352.00","1,160.00",18,5,"75-105"
"965","DC - Kolkata Metropolitan Area","Nadia Depot","5/11/2016","Vintage 12 Yr Old 700ml",21,13,0,"0",64,1,61,"15%","94%","4/30/2016",60,11,80,"92,800.00","1,429,120.00","1,160.00",18,3,"75-105"
"966","DC - Kolkata Metropolitan Area","Nadia Depot","5/10/2016","Vintage 12 Yr Old 700ml",23,11,0,"0",64,1,61,"12%","94%","4/29/2016",57,11,85,"98,600.00","1,794,520.00","1,160.00",18,5,"75-105"
"967","DC - Kolkata Metropolitan Area","Nadia Depot","5/9/2016","Vintage 12 Yr Old 700ml",22,8,0,"0",64,1,61,"5%","98%","4/28/2016",54,11,97,"112,520.00","1,260,224.00","1,160.00",18,4,"75-105"
"968","DC - Kolkata Metropolitan Area","Nadia Depot","5/8/2016","Vintage 12 Yr Old 700ml",24,14,110,"127,600.00",64,1,61,"99%","96%","4/27/2016",58,11,86,"99,760.00","1,815,632.00","1,160.00",18,6,"75-105"
"969","DC - Kolkata Metropolitan Area","Nadia Depot","5/7/2016","Vintage 12 Yr Old 700ml",23,8,115,"133,400.00",64,1,61,"95%","96%","4/26/2016",60,11,82,"95,120.00","1,598,016.00","1,160.00",18,5,"75-105"
"970","DC - Kolkata Metropolitan Area","Nadia Depot","5/6/2016","Vintage 12 Yr Old 700ml",22,13,161,"186,760.00",64,1,61,"98%","99%","4/25/2016",54,11,83,"96,280.00","1,482,712.00","1,160.00",18,4,"75-105"
"971","DC - Kolkata Metropolitan Area","Nadia Depot","5/5/2016","Vintage 12 Yr Old 700ml",25,10,130,"150,800.00",64,1,61,"100%","97%","4/24/2016",58,11,82,"95,120.00","1,065,344.00","1,160.00",18,7,"75-105"
"972","DC - Kolkata Metropolitan Area","Nadia Depot","5/4/2016","Vintage 12 Yr Old 700ml",23,8,172,"199,520.00",64,1,61,"100%","90%","4/23/2016",53,11,97,"112,520.00","1,260,224.00","1,160.00",18,5,"75-105"
"973","DC - Kolkata Metropolitan Area","Nadia Depot","5/3/2016","Vintage 12 Yr Old 700ml",24,12,139,"161,240.00",64,1,61,"100%","91%","4/22/2016",53,11,110,"127,600.00","2,322,320.00","1,160.00",18,6,"106-135"
"974","DC - Kolkata Metropolitan Area","Nadia Depot","5/2/2016","Vintage 12 Yr Old 700ml",21,5,0,"0",64,1,61,"8%","98%","4/21/2016",56,11,90,"104,400.00","1,753,920.00","1,160.00",18,3,"75-105"
"975","DC - Kolkata Metropolitan Area","Nadia Depot","5/1/2016","Vintage 12 Yr Old 700ml",24,9,0,"0",64,1,61,"14%","94%","4/20/2016",60,11,108,"125,280.00","1,403,136.00","1,160.00",18,6,"106-135"
"976","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/8/2016","Natural Sour Apple Cocktail 3.2 litres",22,11,172,"15,480.00",82,5,360,"100%","99%","5/28/2016",299,11,147,"13,230.00","203,742.00","90",12,10,"136-165"
"977","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/7/2016","Natural Sour Apple Cocktail 3.2 litres",22,5,69,"6,210.00",96,3,258,"95%","93%","6/5/2016",237,2,158,"14,220.00","258,804.00","90",12,10,"136-165"
"978","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/6/2016","Natural Sour Apple Cocktail 3.2 litres",21,12,92,"8,280.00",83,5,350,"98%","97%","5/29/2016",298,8,137,"12,330.00","155,358.00","90",12,9,"136-165"
"979","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/5/2016","Natural Sour Apple Cocktail 3.2 litres",17,5,142,"12,780.00",76,4,232,"99%","90%","5/29/2016",204,7,156,"14,040.00","235,872.00","90",12,5,"136-165"
"980","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/4/2016","Natural Sour Apple Cocktail 3.2 litres",21,7,51,"4,590.00",57,1,43,"99%","90%","6/1/2016",37,3,140,"12,600.00","211,680.00","90",12,9,"136-165"
"981","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/3/2016","Natural Sour Apple Cocktail 3.2 litres",17,8,116,"10,440.00",82,5,360,"96%","93%","5/23/2016",317,11,131,"11,790.00","132,048.00","90",12,5,"106-135"
"982","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/2/2016","Natural Sour Apple Cocktail 3.2 litres",19,14,86,"7,740.00",82,5,360,"98%","98%","5/22/2016",349,11,141,"12,690.00","142,128.00","90",12,7,"136-165"
"983","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","6/1/2016","Natural Sour Apple Cocktail 3.2 litres",19,10,138,"12,420.00",82,5,360,"95%","97%","5/21/2016",324,11,141,"12,690.00","142,128.00","90",12,7,"136-165"
"984","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/31/2016","Natural Sour Apple Cocktail 3.2 litres",17,7,103,"9,270.00",82,5,360,"96%","90%","5/20/2016",356,11,143,"12,870.00","144,144.00","90",12,5,"136-165"
"985","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/30/2016","Natural Sour Apple Cocktail 3.2 litres",16,9,160,"14,400.00",82,5,360,"97%","94%","5/19/2016",338,11,146,"13,140.00","183,960.00","90",12,4,"136-165"
"986","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/29/2016","Natural Sour Apple Cocktail 3.2 litres",18,6,43,"3,870.00",82,5,360,"97%","97%","5/18/2016",299,11,148,"13,320.00","167,832.00","90",12,6,"136-165"
"987","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/28/2016","Natural Sour Apple Cocktail 3.2 litres",20,12,198,"17,820.00",82,5,360,"96%","92%","5/17/2016",317,11,155,"13,950.00","195,300.00","90",12,8,"136-165"
"988","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/27/2016","Natural Sour Apple Cocktail 3.2 litres",19,9,158,"14,220.00",82,5,360,"99%","99%","5/16/2016",342,11,139,"12,510.00","210,168.00","90",12,7,"136-165"
"989","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/26/2016","Natural Sour Apple Cocktail 3.2 litres",15,7,178,"16,020.00",82,5,360,"100%","95%","5/15/2016",349,11,143,"12,870.00","198,198.00","90",12,3,"136-165"
"990","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/25/2016","Natural Sour Apple Cocktail 3.2 litres",22,8,60,"5,400.00",82,5,360,"100%","98%","5/14/2016",331,11,148,"13,320.00","149,184.00","90",12,10,"136-165"
"991","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/24/2016","Natural Sour Apple Cocktail 3.2 litres",16,15,43,"3,870.00",82,5,360,"99%","96%","5/13/2016",324,11,159,"14,310.00","200,340.00","90",12,4,"136-165"
"992","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/23/2016","Natural Sour Apple Cocktail 3.2 litres",16,8,161,"14,490.00",82,5,360,"95%","93%","5/12/2016",353,11,144,"12,960.00","145,152.00","90",12,4,"136-165"
"993","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/22/2016","Natural Sour Apple Cocktail 3.2 litres",21,11,0,"0",82,5,360,"11%","93%","5/11/2016",292,11,157,"14,130.00","237,384.00","90",12,9,"136-165"
"994","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/21/2016","Natural Sour Apple Cocktail 3.2 litres",15,12,0,"0",82,5,360,"14%","93%","5/10/2016",302,11,139,"12,510.00","140,112.00","90",12,3,"136-165"
"995","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/20/2016","Natural Sour Apple Cocktail 3.2 litres",22,8,0,"0",82,5,360,"8%","93%","5/9/2016",299,11,153,"13,770.00","231,336.00","90",12,10,"136-165"
"996","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/19/2016","Natural Sour Apple Cocktail 3.2 litres",17,12,0,"0",82,5,360,"5%","92%","5/8/2016",328,11,148,"13,320.00","149,184.00","90",12,5,"136-165"
"997","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/18/2016","Natural Sour Apple Cocktail 3.2 litres",15,8,83,"7,470.00",82,5,360,"99%","95%","5/7/2016",317,11,152,"13,680.00","172,368.00","90",12,3,"136-165"
"998","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/17/2016","Natural Sour Apple Cocktail 3.2 litres",21,13,72,"6,480.00",82,5,360,"97%","91%","5/6/2016",288,11,130,"11,700.00","180,180.00","90",12,9,"106-135"
"999","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/16/2016","Natural Sour Apple Cocktail 3.2 litres",22,11,113,"10,170.00",82,5,360,"98%","94%","5/5/2016",313,11,157,"14,130.00","178,038.00","90",12,10,"136-165"
"1000","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/15/2016","Natural Sour Apple Cocktail 3.2 litres",17,5,206,"18,540.00",82,5,360,"100%","93%","5/4/2016",313,11,140,"12,600.00","141,120.00","90",12,5,"136-165"
"1001","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/14/2016","Natural Sour Apple Cocktail 3.2 litres",22,9,195,"17,550.00",82,5,360,"98%","98%","5/3/2016",295,11,144,"12,960.00","199,584.00","90",12,10,"136-165"
"1002","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/13/2016","Natural Sour Apple Cocktail 3.2 litres",20,12,130,"11,700.00",82,5,360,"99%","95%","5/2/2016",328,11,130,"11,700.00","180,180.00","90",12,8,"106-135"
"1003","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/12/2016","Natural Sour Apple Cocktail 3.2 litres",15,9,204,"18,360.00",82,5,360,"98%","96%","5/1/2016",288,11,139,"12,510.00","140,112.00","90",12,3,"136-165"
"1004","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/11/2016","Natural Sour Apple Cocktail 3.2 litres",15,6,46,"4,140.00",82,5,360,"99%","90%","4/30/2016",328,11,139,"12,510.00","227,682.00","90",12,3,"136-165"
"1005","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/10/2016","Natural Sour Apple Cocktail 3.2 litres",22,12,120,"10,800.00",82,5,360,"99%","98%","4/29/2016",328,11,144,"12,960.00","163,296.00","90",12,10,"136-165"
"1006","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/9/2016","Natural Sour Apple Cocktail 3.2 litres",15,13,160,"14,400.00",82,5,360,"98%","92%","4/28/2016",299,11,156,"14,040.00","196,560.00","90",12,3,"136-165"
"1007","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/8/2016","Natural Sour Apple Cocktail 3.2 litres",20,10,126,"11,340.00",82,5,360,"99%","98%","4/27/2016",320,11,158,"14,220.00","179,172.00","90",12,8,"136-165"
"1008","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/7/2016","Natural Sour Apple Cocktail 3.2 litres",16,12,64,"5,760.00",82,5,360,"96%","98%","4/26/2016",299,11,159,"14,310.00","200,340.00","90",12,4,"136-165"
"1009","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/6/2016","Natural Sour Apple Cocktail 3.2 litres",22,11,165,"14,850.00",82,5,360,"96%","94%","4/25/2016",317,11,144,"12,960.00","163,296.00","90",12,10,"136-165"
"1010","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/5/2016","Natural Sour Apple Cocktail 3.2 litres",19,15,203,"18,270.00",82,5,360,"99%","92%","4/24/2016",320,11,134,"12,060.00","168,840.00","90",12,7,"106-135"
"1011","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/4/2016","Natural Sour Apple Cocktail 3.2 litres",20,8,197,"17,730.00",82,5,360,"100%","98%","4/23/2016",306,11,152,"13,680.00","210,672.00","90",12,8,"136-165"
"1012","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/3/2016","Natural Sour Apple Cocktail 3.2 litres",15,10,206,"18,540.00",82,5,360,"97%","91%","4/22/2016",353,11,146,"13,140.00","147,168.00","90",12,3,"136-165"
"1013","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/2/2016","Natural Sour Apple Cocktail 3.2 litres",15,9,206,"18,540.00",82,5,360,"95%","96%","4/21/2016",320,11,136,"12,240.00","205,632.00","90",12,3,"136-165"
"1014","DC - Kolkata Metropolitan Area","North 24 Parganas Depot","5/1/2016","Natural Sour Apple Cocktail 3.2 litres",15,11,210,"18,900.00",82,5,360,"95%","93%","4/20/2016",356,11,148,"13,320.00","167,832.00","90",12,3,"136-165"
