System Date,Purchase Category,SKU,Store,Supply Site,Vendor,DC to Store Lead Time (in Days),Stock Transfer Schedule at Store (in Days),AVAILABLE STOCK (Units),UoM,STOCK VALUE (INR),Stock in Transit,STO count in last two weeks,Total STO qty raised in last 2 weeks,Fill rate at Stores for last 2 weeks - Rolling Average,DC to Store Fill Rate On Time - Rolling Average,Last Good Receipt Note (GRN) date at Store,Last GRN qty at Store,Days since last GRN at Store,Daily SALES QTY - Rolling Average for Last Month,Daily SALES VALUE - Rolling Average for Last Month,Actual Sale in Last 2 weeks (Total),Retail Price
5/20/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,23,13,82,Kgs,"6,150.00",95,2,178,99%,96%,5/16/2016,155,4,97,"7,275.00","132,405.00",75
5/19/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,25,14,73,Kgs,"5,475.00",95,2,178,100%,96%,5/15/2016,167,4,93,"6,975.00","117,180.00",75
5/18/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,22,7,130,Kgs,"9,750.00",95,2,178,99%,92%,5/14/2016,169,4,88,"6,600.00","92,400.00",75
5/17/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,21,15,107,Kgs,"8,025.00",95,2,178,97%,97%,5/13/2016,176,4,90,"6,750.00","122,850.00",75
5/16/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,25,9,107,Kgs,"8,025.00",95,2,178,96%,96%,5/12/2016,155,4,105,"7,875.00","143,325.00",75
5/15/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,20,8,62,Kgs,"4,650.00",95,2,178,95%,98%,5/11/2016,174,4,85,"6,375.00","107,100.00",75
5/14/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,21,6,147,Kgs,"11,025.00",95,2,178,95%,93%,5/10/2016,148,4,94,"7,050.00","88,830.00",75
5/13/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,21,15,138,Kgs,"10,350.00",95,2,178,95%,95%,5/9/2016,174,4,90,"6,750.00","113,400.00",75
5/12/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,24,6,98,Kgs,"7,350.00",95,2,178,95%,99%,5/8/2016,160,4,105,"7,875.00","88,200.00",75
5/11/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,21,15,0,Kgs,0,95,2,178,14%,99%,5/7/2016,148,4,99,"7,425.00","135,135.00",75
5/10/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,25,6,0,Kgs,0,95,2,178,7%,99%,5/6/2016,148,4,92,"6,900.00","77,280.00",75
5/9/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,25,13,0,Kgs,0,95,2,178,10%,92%,5/5/2016,173,4,85,"6,375.00","107,100.00",75
5/8/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,23,12,132,Kgs,"9,900.00",95,2,178,98%,95%,5/4/2016,142,4,107,"8,025.00","101,115.00",75
5/7/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,25,8,99,Kgs,"7,425.00",95,2,178,97%,92%,5/3/2016,162,4,87,"6,525.00","82,215.00",75
5/6/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,25,11,150,Kgs,"11,250.00",95,2,178,95%,91%,5/2/2016,162,4,82,"6,150.00","68,880.00",75
5/5/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,24,11,92,Kgs,"6,900.00",95,2,178,95%,97%,5/1/2016,171,4,101,"7,575.00","116,655.00",75
5/4/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,22,11,44,Kgs,"3,300.00",95,2,178,95%,92%,4/30/2016,157,4,95,"7,125.00","79,800.00",75
5/3/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,24,15,205,Kgs,"15,375.00",95,2,178,96%,97%,4/29/2016,169,4,82,"6,150.00","68,880.00",75
5/2/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,22,8,194,Kgs,"14,550.00",95,2,178,96%,96%,4/28/2016,164,4,85,"6,375.00","116,025.00",75
5/1/2016,Groceries,Pinapple Chunk 8 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ABC Vendor,20,15,80,Kgs,"6,000.00",95,2,178,99%,91%,4/27/2016,164,4,100,"7,500.00","126,000.00",75
6/8/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,24,15,131,Kgs,"26,200.00",63,3,162,97%,90%,5/28/2016,154,11,82,"16,400.00","206,640.00",200
6/7/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,21,9,112,Kgs,"22,400.00",31,2,48,98%,99%,5/31/2016,39,7,88,"17,600.00","271,040.00",200
6/6/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,24,10,67,Kgs,"13,400.00",64,3,165,96%,98%,5/29/2016,145,8,105,"21,000.00","235,200.00",200
6/5/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,23,8,126,Kgs,"25,200.00",13,3,30,99%,91%,6/2/2016,27,3,89,"17,800.00","274,120.00",200
6/4/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,21,12,0,Kgs,0,62,5,290,12%,91%,5/29/2016,235,6,103,"20,600.00","346,080.00",200
6/3/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,22,8,0,Kgs,0,63,3,162,7%,93%,5/23/2016,134,11,99,"19,800.00","277,200.00",200
6/2/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,25,10,0,Kgs,0,63,3,162,8%,97%,5/22/2016,141,11,102,"20,400.00","257,040.00",200
6/1/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,24,7,0,Kgs,0,63,3,162,6%,93%,5/21/2016,139,11,93,"18,600.00","312,480.00",200
5/31/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,13,0,Kgs,0,63,3,162,8%,90%,5/20/2016,133,11,95,"19,000.00","319,200.00",200
5/30/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,22,13,153,Kgs,"30,600.00",63,3,162,99%,93%,5/19/2016,134,11,110,"22,000.00","308,000.00",200
5/29/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,10,119,Kgs,"23,800.00",63,3,162,95%,90%,5/18/2016,160,11,86,"17,200.00","216,720.00",200
5/28/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,21,6,86,Kgs,"17,200.00",63,3,162,98%,94%,5/17/2016,139,11,82,"16,400.00","229,600.00",200
5/27/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,21,7,188,Kgs,"37,600.00",63,3,162,100%,97%,5/16/2016,136,11,81,"16,200.00","272,160.00",200
5/26/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,24,6,117,Kgs,"23,400.00",63,3,162,98%,99%,5/15/2016,146,11,93,"18,600.00","286,440.00",200
5/25/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,11,0,Kgs,0,63,3,162,8%,97%,5/14/2016,156,11,100,"20,000.00","308,000.00",200
5/24/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,23,12,0,Kgs,0,63,3,162,7%,90%,5/13/2016,149,11,80,"16,000.00","201,600.00",200
5/23/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,25,10,0,Kgs,0,63,3,162,12%,93%,5/12/2016,156,11,97,"19,400.00","217,280.00",200
5/22/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,25,11,0,Kgs,0,63,3,162,6%,98%,5/11/2016,156,11,100,"20,000.00","252,000.00",200
5/21/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,15,0,Kgs,0,63,3,162,15%,93%,5/10/2016,136,11,106,"21,200.00","296,800.00",200
5/20/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,15,0,Kgs,0,63,3,162,6%,99%,5/9/2016,157,11,101,"20,200.00","282,800.00",200
5/19/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,11,143,Kgs,"28,600.00",63,3,162,98%,91%,5/8/2016,159,11,101,"20,200.00","311,080.00",200
5/18/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,11,93,Kgs,"18,600.00",63,3,162,97%,99%,5/7/2016,144,11,103,"20,600.00","230,720.00",200
5/17/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,22,15,121,Kgs,"24,200.00",63,3,162,98%,90%,5/6/2016,156,11,88,"17,600.00","246,400.00",200
5/16/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,8,40,Kgs,"8,000.00",63,3,162,96%,99%,5/5/2016,147,11,89,"17,800.00","249,200.00",200
5/15/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,25,6,125,Kgs,"25,000.00",63,3,162,95%,94%,5/4/2016,157,11,104,"20,800.00","378,560.00",200
5/14/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,21,6,156,Kgs,"31,200.00",63,3,162,98%,90%,5/3/2016,149,11,109,"21,800.00","366,240.00",200
5/13/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,21,15,0,Kgs,0,63,3,162,8%,91%,5/2/2016,154,11,93,"18,600.00","338,520.00",200
5/12/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,24,6,0,Kgs,0,63,3,162,10%,97%,5/1/2016,130,11,101,"20,200.00","367,640.00",200
5/11/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,6,0,Kgs,0,63,3,162,8%,96%,4/30/2016,138,11,106,"21,200.00","237,440.00",200
5/10/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,21,9,147,Kgs,"29,400.00",63,3,162,100%,99%,4/29/2016,133,11,104,"20,800.00","262,080.00",200
5/9/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,13,66,Kgs,"13,200.00",63,3,162,95%,97%,4/28/2016,146,11,107,"21,400.00","329,560.00",200
5/8/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,25,13,182,Kgs,"36,400.00",63,3,162,96%,99%,4/27/2016,131,11,99,"19,800.00","304,920.00",200
5/7/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,10,143,Kgs,"28,600.00",63,3,162,97%,99%,4/26/2016,159,11,99,"19,800.00","277,200.00",200
5/6/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,20,11,0,Kgs,0,63,3,162,8%,96%,4/25/2016,141,11,94,"18,800.00","289,520.00",200
5/5/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,23,6,0,Kgs,0,63,3,162,13%,93%,4/24/2016,159,11,80,"16,000.00","291,200.00",200
5/4/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,21,14,0,Kgs,0,63,3,162,5%,91%,4/23/2016,131,11,108,"21,600.00","393,120.00",200
5/3/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,24,8,65,Kgs,"13,000.00",63,3,162,95%,99%,4/22/2016,159,11,91,"18,200.00","229,320.00",200
5/2/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,23,9,42,Kgs,"8,400.00",63,3,162,100%,92%,4/21/2016,159,11,88,"17,600.00","197,120.00",200
5/1/2016,Groceries,Sugar 5 kg,Nadia Depot,DC - Kolkata Metropolitan Area,ZXC Refinery,22,6,0,Kgs,0,63,3,162,8%,94%,4/20/2016,139,11,97,"19,400.00","271,600.00",200
6/8/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,22,14,77,ml,"89,320.00",64,1,61,97%,94%,5/28/2016,57,11,95,"110,200.00","2,005,640.00","1,160.00"
6/7/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,21,7,170,ml,"197,200.00",65,3,171,96%,94%,5/26/2016,150,12,108,"125,280.00","2,104,704.00","1,160.00"
6/6/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,21,10,190,ml,"220,400.00",50,3,135,97%,98%,5/28/2016,134,9,85,"98,600.00","1,380,400.00","1,160.00"
6/5/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,25,12,153,ml,"177,480.00",33,4,120,99%,98%,6/2/2016,110,3,87,"100,920.00","1,130,304.00","1,160.00"
6/4/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,25,10,0,ml,0,49,1,43,13%,96%,5/26/2016,40,9,89,"103,240.00","1,156,288.00","1,160.00"
6/3/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,20,10,0,ml,0,64,1,61,8%,96%,5/23/2016,59,11,80,"92,800.00","1,429,120.00","1,160.00"
6/2/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,24,15,0,ml,0,64,1,61,15%,92%,5/22/2016,58,11,80,"92,800.00","1,688,960.00","1,160.00"
6/1/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,23,12,0,ml,0,64,1,61,7%,98%,5/21/2016,51,11,86,"99,760.00","1,396,640.00","1,160.00"
5/31/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,21,12,0,ml,0,64,1,61,14%,90%,5/20/2016,52,11,105,"121,800.00","1,875,720.00","1,160.00"
5/30/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,22,13,0,ml,0,64,1,61,5%,91%,5/19/2016,52,11,109,"126,440.00","1,416,128.00","1,160.00"
5/29/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,20,15,80,ml,"92,800.00",64,1,61,99%,97%,5/18/2016,60,11,91,"105,560.00","1,921,192.00","1,160.00"
5/28/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,24,7,165,ml,"191,400.00",64,1,61,99%,96%,5/17/2016,53,11,80,"92,800.00","1,169,280.00","1,160.00"
5/27/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,22,5,65,ml,"75,400.00",64,1,61,100%,98%,5/16/2016,51,11,106,"122,960.00","1,721,440.00","1,160.00"
5/26/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,22,7,122,ml,"141,520.00",64,1,61,97%,96%,5/15/2016,50,11,80,"92,800.00","1,169,280.00","1,160.00"
5/25/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,25,13,49,ml,"56,840.00",64,1,61,95%,98%,5/14/2016,53,11,104,"120,640.00","1,351,168.00","1,160.00"
5/24/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,25,14,115,ml,"133,400.00",64,1,61,97%,99%,5/13/2016,50,11,80,"92,800.00","1,559,040.00","1,160.00"
5/23/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,20,10,80,ml,"92,800.00",64,1,61,100%,95%,5/12/2016,60,11,110,"127,600.00","1,965,040.00","1,160.00"
5/22/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,24,13,80,ml,"92,800.00",64,1,61,98%,97%,5/11/2016,59,11,97,"112,520.00","1,575,280.00","1,160.00"
5/21/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,21,10,0,ml,0,64,1,61,7%,97%,5/10/2016,59,11,82,"95,120.00","1,198,512.00","1,160.00"
5/20/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,25,8,0,ml,0,64,1,61,7%,99%,5/9/2016,51,11,82,"95,120.00","1,331,680.00","1,160.00"
5/19/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,25,9,189,ml,"219,240.00",64,1,61,100%,90%,5/8/2016,54,11,99,"114,840.00","1,768,536.00","1,160.00"
5/18/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,23,5,154,ml,"178,640.00",64,1,61,96%,92%,5/7/2016,59,11,97,"112,520.00","1,732,808.00","1,160.00"
5/17/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,24,10,62,ml,"71,920.00",64,1,61,100%,93%,5/6/2016,55,11,107,"124,120.00","1,390,144.00","1,160.00"
5/16/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,23,5,129,ml,"149,640.00",64,1,61,98%,99%,5/5/2016,49,11,84,"97,440.00","1,636,992.00","1,160.00"
5/15/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,20,7,179,ml,"207,640.00",64,1,61,99%,98%,5/4/2016,54,11,103,"119,480.00","1,672,720.00","1,160.00"
5/14/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,24,9,166,ml,"192,560.00",64,1,61,97%,95%,5/3/2016,51,11,101,"117,160.00","2,132,312.00","1,160.00"
5/13/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,22,13,93,ml,"107,880.00",64,1,61,95%,92%,5/2/2016,54,11,89,"103,240.00","1,589,896.00","1,160.00"
5/12/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,23,7,0,ml,0,64,1,61,11%,94%,5/1/2016,59,11,81,"93,960.00","1,052,352.00","1,160.00"
5/11/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,21,13,0,ml,0,64,1,61,15%,94%,4/30/2016,60,11,80,"92,800.00","1,429,120.00","1,160.00"
5/10/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,23,11,0,ml,0,64,1,61,12%,94%,4/29/2016,57,11,85,"98,600.00","1,794,520.00","1,160.00"
5/9/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,22,8,0,ml,0,64,1,61,5%,98%,4/28/2016,54,11,97,"112,520.00","1,260,224.00","1,160.00"
5/8/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,24,14,110,ml,"127,600.00",64,1,61,99%,96%,4/27/2016,58,11,86,"99,760.00","1,815,632.00","1,160.00"
5/7/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,23,8,115,ml,"133,400.00",64,1,61,95%,96%,4/26/2016,60,11,82,"95,120.00","1,598,016.00","1,160.00"
5/6/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,22,13,161,ml,"186,760.00",64,1,61,98%,99%,4/25/2016,54,11,83,"96,280.00","1,482,712.00","1,160.00"
5/5/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,25,10,130,ml,"150,800.00",64,1,61,100%,97%,4/24/2016,58,11,82,"95,120.00","1,065,344.00","1,160.00"
5/4/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,23,8,172,ml,"199,520.00",64,1,61,100%,90%,4/23/2016,53,11,97,"112,520.00","1,260,224.00","1,160.00"
5/3/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,24,12,139,ml,"161,240.00",64,1,61,100%,91%,4/22/2016,53,11,110,"127,600.00","2,322,320.00","1,160.00"
5/2/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,21,5,0,ml,0,64,1,61,8%,98%,4/21/2016,56,11,90,"104,400.00","1,753,920.00","1,160.00"
5/1/2016,Wine & Liquor,Vintage 12 Yr Old 700ml,Nadia Depot,DC - Kolkata Metropolitan Area,The 18th Century Blenders,24,9,0,ml,0,64,1,61,14%,94%,4/20/2016,60,11,108,"125,280.00","1,403,136.00","1,160.00"
6/8/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,11,172,Litres,"15,480.00",82,5,360,100%,99%,5/28/2016,299,11,147,"13,230.00","203,742.00",90
6/7/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,22,5,69,Litres,"6,210.00",96,3,258,95%,93%,6/5/2016,237,2,158,"14,220.00","258,804.00",90
6/6/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,21,12,92,Litres,"8,280.00",83,5,350,98%,97%,5/29/2016,298,8,137,"12,330.00","155,358.00",90
6/5/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,17,5,142,Litres,"12,780.00",76,4,232,99%,90%,5/29/2016,204,7,156,"14,040.00","235,872.00",90
6/4/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,21,7,51,Litres,"4,590.00",57,1,43,99%,90%,6/1/2016,37,3,140,"12,600.00","211,680.00",90
6/3/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,17,8,116,Litres,"10,440.00",82,5,360,96%,93%,5/23/2016,317,11,131,"11,790.00","132,048.00",90
6/2/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,19,14,86,Litres,"7,740.00",82,5,360,98%,98%,5/22/2016,349,11,141,"12,690.00","142,128.00",90
6/1/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,19,10,138,Litres,"12,420.00",82,5,360,95%,97%,5/21/2016,324,11,141,"12,690.00","142,128.00",90
5/31/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,17,7,103,Litres,"9,270.00",82,5,360,96%,90%,5/20/2016,356,11,143,"12,870.00","144,144.00",90
5/30/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,16,9,160,Litres,"14,400.00",82,5,360,97%,94%,5/19/2016,338,11,146,"13,140.00","183,960.00",90
5/29/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,18,6,43,Litres,"3,870.00",82,5,360,97%,97%,5/18/2016,299,11,148,"13,320.00","167,832.00",90
5/28/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,20,12,198,Litres,"17,820.00",82,5,360,96%,92%,5/17/2016,317,11,155,"13,950.00","195,300.00",90
5/27/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,19,9,158,Litres,"14,220.00",82,5,360,99%,99%,5/16/2016,342,11,139,"12,510.00","210,168.00",90
5/26/2016,Beverages,Natural Sour Apple Cocktail 3.2 litres,North 24 Parganas Depot,DC - Kolkata Metropolitan Area,Tasty Fresh Juices,15,7,178,Litres,"16,020.00",82,5,360,100%,95%,5/15/2016,349,11,143,"12,870.00","198,198.00",90
